"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"6","Rocket League","Jul 7, 2015","$19.99","N/A (N/A/86%)","10,000,000 .. 20,000,000","07:03 (03:55)","Psyonix LLC","Psyonix LLC"
"36","GRID 2","","N/A","N/A (N/A/80%)","10,000,000 .. 20,000,000","05:08 (06:02)","Codemasters Racing","Codemasters"
"828","Street Warriors Online","Dec 16, 2016","$1.99","N/A (N/A)","10,000,000 .. 20,000,000","00:00 (00:00)","Crazy Rocks Studios","Crazy Rocks Studios"
"377","Freestyle 2: Street Basketball","Apr 1, 2015","Free","N/A (N/A)","5,000,000 .. 10,000,000","00:00 (00:00)","JOYCITY","JOYCITY"
"1010","VRChat","Feb 1, 2017","Free","N/A (N/A)","5,000,000 .. 10,000,000","18:46 (01:21)","VRChat Inc.","VRChat Inc."
"1460","theHunter Classic","Jun 3, 2014","Free","N/A (N/A)","5,000,000 .. 10,000,000","00:26 (00:08)","Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios"
"9","DiRT Rally","Dec 7, 2015","$39.99","N/A (N/A/86%)","2,000,000 .. 5,000,000","00:36 (00:43)","Codemasters Racing Studio, Feral Interactive (Linux), Feral Interactive (Mac)","Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)"
"13","SpeedRunners","Apr 19, 2016","$14.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","02:51 (00:57)","DoubleDutch Games","tinyBuild"
"90","F1 2015","Jul 9, 2015","$39.99","N/A (N/A/61%)","2,000,000 .. 5,000,000","01:21 (00:27)","Codemasters, Feral Interactive (Linux)","Codemasters, Feral Interactive (Linux)"
"226","S.K.I.L.L. - Special Force 2 (Shooter)","May 19, 2015","N/A","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Dragonfly GF Co., LTD","Gameforge 4D GmbH"
"286","Fishing Planet","Aug 11, 2015","Free","N/A (N/A)","2,000,000 .. 5,000,000","19:55 (06:38)","Fishing Planet LLC","Fishing Planet LLC"
"963","Golf With Your Friends","Jan 29, 2016","$7.99","N/A (N/A)","2,000,000 .. 5,000,000","01:01 (00:40)","Blacklight Interactive","Team17 Digital Ltd"
"964","RaceRoom Racing Experience","Feb 12, 2013","Free","N/A (N/A)","2,000,000 .. 5,000,000","02:13 (01:26)","Sector3 Studios","Sector3 Studios, RaceRoom Entertainment AG"
"4","NBA 2K18","Sep 14, 2017","$59.99","N/A (N/A/87%)","1,000,000 .. 2,000,000","00:00 (00:00)","Visual Concepts","2K"
"7","Football Manager 2019","Nov 2, 2018","$49.99","N/A (N/A/86%)","1,000,000 .. 2,000,000","03:38 (01:12)","Sports Interactive","SEGA"
"12","Assetto Corsa","Dec 19, 2014","$19.99","N/A (N/A/85%)","1,000,000 .. 2,000,000","13:23 (21:22)","Kunos Simulazioni","Kunos Simulazioni"
"20","Project CARS","Mar 15, 2015","$29.99","N/A (N/A/83%)","1,000,000 .. 2,000,000","02:25 (00:48)","Slightly Mad Studios","Slightly Mad Studios, BANDAI NAMCO Entertainment"
"23","TEKKEN 7","Jun 1, 2017","$39.99","N/A (N/A/82%)","1,000,000 .. 2,000,000","08:32 (06:34)","BANDAI NAMCO Studios Inc.","BANDAI NAMCO Entertainment"
"63","Poker Night at the Inventory","Nov 22, 2010","N/A","N/A (N/A/71%)","1,000,000 .. 2,000,000","00:00 (00:00)","Telltale Games","Soldak Entertainment"
"111","The Drone Racing League Simulator","Nov 1, 2017","$19.99","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","The Drone Racing League","The Drone Racing League"
"376","theHunter: Call of the Wild","Feb 16, 2017","$19.99","N/A (N/A)","1,000,000 .. 2,000,000","05:59 (01:59)","Expansive Worlds","Avalanche Studios"
"468","SNOW","Feb 14, 2019","Free","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","Poppermost Productions, WastedStudios","Crytek"
"737","Pixel Puzzles Ultimate","Sep 9, 2016","Free","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","DL Softworks","The Digital Puzzle Company"
"965","Russian Fishing 4","Jun 15, 2018","Free","N/A (N/A)","1,000,000 .. 2,000,000","01:31 (01:23)","Russian Fishing","Russian Fishing"
"966","High Octane Drift","Oct 14, 2016","Free","N/A (N/A)","1,000,000 .. 2,000,000","00:06 (00:03)","Cruderocks","Cruderocks"
"2","NBA 2K17","Sep 20, 2016","$59.99","N/A (N/A/90%)","500,000 .. 1,000,000","01:18 (00:26)","Visual Concepts","2K"
"22","Lethal League","Aug 27, 2014","$13.99","N/A (N/A/82%)","500,000 .. 1,000,000","00:00 (00:00)","Team Reptile","Team Reptile"
"29","Wreckfest","Jun 14, 2018","$39.99","N/A (N/A/81%)","500,000 .. 1,000,000","14:08 (04:42)","Bugbear","THQ Nordic"
"32","Nidhogg","Jan 13, 2014","$9.99","N/A (N/A/81%)","500,000 .. 1,000,000","00:00 (00:00)","Messhof","Messhof"
"44","GRID Autosport","Jun 26, 2014","$39.99","N/A (N/A/78%)","500,000 .. 1,000,000","00:00 (00:00)","Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)"
"48","TrackMania² Stadium","Jun 20, 2013","$9.99","N/A (N/A/77%)","500,000 .. 1,000,000","00:00 (00:00)","Nadeo","Ubisoft"
"52","NBA 2K19","Sep 6, 2018","$59.99","N/A (N/A/76%)","500,000 .. 1,000,000","41:12 (09:14)","Visual Concepts","2K"
"53","Poker Night 2","Apr 26, 2013","N/A","N/A (N/A/75%)","500,000 .. 1,000,000","00:00 (00:00)","Telltale Games","Telltale Games"
"60","Steep","Dec 2, 2016","$29.99","N/A (N/A/72%)","500,000 .. 1,000,000","00:04 (00:01)","Ubisoft Annecy, Ubisoft Montpellier, Ubisoft Kiev","Ubisoft"
"106","Mount Your Friends","Jul 29, 2014","$4.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Stegersaurus Software Inc.","Stegersaurus Software Inc."
"227","Ball 3D: Racing Soccer & Sports Games","Mar 31, 2017","Free","N/A (N/A)","500,000 .. 1,000,000","02:04 (00:41)","Unusualsoft","Unusualsoft"
"380","Streamline","Sep 30, 2016","N/A","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Proletariat Inc.","Proletariat Inc."
"381","Pool Nation FX Lite","Dec 7, 2015","Free","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Cherry Pop Games","Cherry Pop Games"
"469","PRO EVOLUTION SOCCER 2019 LITE","Dec 13, 2018","Free","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Konami Digital Entertainment","Konami Digital Entertainment"
"556","Golf It!","Feb 17, 2017","$8.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Perfuse Entertainment","Perfuse Entertainment"
"558","PRO EVOLUTION SOCCER 2018 LITE","Nov 15, 2017","N/A","N/A (N/A)","500,000 .. 1,000,000","00:18 (00:06)","Konami Digital Entertainment Co., Ltd","Konami Digital Entertainment"
"739","Party Jousting","Mar 1, 2016","Free","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","vikingfabian.com","vikingfabian.com"
"826","Sonic & All-Stars Racing Transformed Collection","","$19.99","N/A (N/A)","500,000 .. 1,000,000","14:07 (04:42)","Sumo Digital","SEGA"
"1012","Copa Petrobras de Marcas","Nov 29, 2014","N/A","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Reiza Studios","Reiza Studios"
"1278","Rec Room","Jun 28, 2016","Free","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Rec Room","Rec Room"
"3","F1 2017","Aug 24, 2017","$59.99","N/A (N/A/89%)","200,000 .. 500,000","00:00 (00:00)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)"
"5","F1 2019","Jun 27, 2019","$29.99","N/A (N/A/87%)","200,000 .. 500,000","10:07 (06:33)","Codemasters","Codemasters"
"10","F1 2016","Aug 18, 2016","$59.99","N/A (N/A/86%)","200,000 .. 500,000","00:00 (00:00)","Codemasters, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac)"
"11","Football Manager 2020","Nov 18, 2019","$49.99","N/A (N/A/85%)","200,000 .. 500,000","20:50 (39:22)","Sports Interactive","SEGA"
"16","DiRT Rally 2.0","Feb 25, 2019","$17.99","N/A (N/A/84%)","200,000 .. 500,000","04:02 (06:04)","Codemasters","Codemasters"
"18","F1 2018","Aug 23, 2018","$59.99","N/A (N/A/83%)","200,000 .. 500,000","05:39 (03:27)","Codemasters","Codemasters"
"26","Monday Night Combat","Jan 24, 2011","$4.99","N/A (N/A/82%)","200,000 .. 500,000","00:00 (00:00)","Uber Entertainment","Uber Entertainment"
"27","PRO EVOLUTION SOCCER 2018","Sep 13, 2017","N/A","N/A (N/A/81%)","200,000 .. 500,000","00:00 (00:00)","Konami Digital Entertainment Co., Ltd.","Konami Digital Entertainment"
"31","Motorsport Manager","Nov 9, 2016","$34.99","N/A (N/A/81%)","200,000 .. 500,000","26:38 (08:52)","Playsport Games","SEGA"
"33","PRO EVOLUTION SOCCER 2019","Aug 29, 2018","$29.99","N/A (N/A/80%)","200,000 .. 500,000","139:20 (92:53)","Konami Digital Entertainment","Konami Digital Entertainment"
"34","F1 2012","Sep 17, 2012","$19.99","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Codemasters Birmingham","Codemasters"
"40","DiRT 4","Jun 8, 2017","$59.99","N/A (N/A/78%)","200,000 .. 500,000","00:14 (00:13)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)"
"50","Blood Bowl 2","Sep 22, 2015","$19.99","N/A (N/A/76%)","200,000 .. 500,000","00:00 (00:00)","Cyanide Studios","Focus Home Interactive"
"54","NBA 2K20","Sep 5, 2019","$29.99","N/A (N/A/74%)","200,000 .. 500,000","32:58 (30:36)","Visual Concepts","2K"
"57","Blood Bowl - Legendary Edition","Oct 28, 2010","$9.99","N/A (N/A/73%)","200,000 .. 500,000","00:00 (00:00)","Cyanide Studios","Focus Home Interactive"
"58","Gas Guzzlers Extreme","Oct 8, 2013","$24.99","N/A (N/A/73%)","200,000 .. 500,000","00:00 (00:00)","Gamepires","Iceberg Interactive"
"77","NBA Playgrounds","May 8, 2017","N/A","N/A (N/A/67%)","200,000 .. 500,000","00:00 (00:00)","Saber Interactive","Mad Dog Games, LLC"
"82","WWE 2K18","Oct 17, 2017","$59.99","N/A (N/A/64%)","200,000 .. 500,000","00:00 (00:00)","Visual Concepts, Yuke's Co., LTD","2K"
"85","Vertiginous Golf","May 6, 2015","$9.99","N/A (N/A/63%)","200,000 .. 500,000","00:00 (00:00)","Kinelco & Lone Elk Creative","Fellow Traveller"
"91","F1 2014","Oct 16, 2014","$29.99","N/A (N/A/61%)","200,000 .. 500,000","00:00 (00:00)","Codemasters","Codemasters"
"108","Blood Bowl: Chaos Edition","Oct 11, 2012","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Cyanide Studios","Focus Home Interactive"
"228","Wrecked","May 21, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Marco Amadei","Corvostudio di Amadei Marco"
"229","Colin McRae Rally","Jul 30, 2014","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Codemasters Digital","Codemasters"
"230","ACE - Arena: Cyber Evolution","Aug 18, 2014","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Spearhead Games","Spearhead Games"
"231","Victory: The Age of Racing","Feb 12, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Vae Victis Games","Vae Victis Games"
"287","Robot Roller-Derby Disco Dodgeball","Feb 19, 2015","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Erik Asmussen","82 Apps"
"289","Steel Circus","Aug 8, 2019","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Iron Mountain Interactive","Oasis Games Limited"
"378","CarX Drift Racing Online","Nov 17, 2017","$14.99","N/A (N/A)","200,000 .. 500,000","06:37 (03:18)","CarX Technologies","CarX Technologies"
"385","Paintball War","Jun 1, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","ShadowWolf Games","ShadowWolf Games"
"470","MadOut2 BigCityOnline","Feb 21, 2017","Free","N/A (N/A)","200,000 .. 500,000","01:49 (00:36)","MadOut Games","MadOut Games"
"481","JumpBall","Oct 24, 2016","$2.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","André Bertaglia","André Bertaglia"
"557","Absolute Drift","Jul 29, 2015","$11.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Funselektor Labs Inc., FlippFly","Funselektor Labs Inc."
"559","Kreedz Climbing","Jun 15, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","ObsessionSoft","ObsessionSoft"
"560","Just Fishing","Dec 15, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Just Fishing LLC","Just Fishing LLC"
"563","Blast Zone! Tournament","Feb 28, 2019","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Victory Lap Games","Victory Lap Games"
"719","Superflight","Nov 8, 2017","$2.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","GrizzlyGames","GrizzlyGames"
"720","NBA 2K16","Sep 29, 2015","N/A","N/A (N/A)","200,000 .. 500,000","01:04 (00:21)","Visual Concepts","2K"
"721","Kabounce","May 29, 2018","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Stitch Heads Entertainment","Stitch Heads Entertainment"
"723","Jet Racing Extreme: The First Encounter","Jul 14, 2015","$3.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Real Dynamics","Real Dynamics"
"738","Depth Hunter 2: Deep Dive","Aug 20, 2014","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Biart Company LLC","Biart Company LLC"
"829","AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome","Nov 23, 2011","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Dejobaan Games, LLC, Owlchemy Labs","Dejobaan Games, LLC"
"969","World of Soccer online","Aug 26, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Johannes Eski","Johannes Eski"
"1103","Soccer Manager 2015","Jul 16, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Soccer Manager Ltd","Soccer Manager Ltd"
"1187","Slapshot","Mar 8, 2019","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Erveon, Glacier Labs","Erveon"
"1188","FURIDASHI: Drift Cyber Sport","Nov 2, 2017","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Drift Physics Crew","Drift Physics Crew"
"1208","Real Pool 3D - Poolians","Jul 24, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:15 (00:05)","Poolians.com","ThankGame.com"
"1279","Pool Nation","Oct 18, 2013","$6.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Cherry Pop Games","Cherry Pop Games"
"1280","rFactor 2","Nov 12, 2015","$31.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Studio 397","Studio 397"
"1285","Worms Crazy Golf","Oct 19, 2011","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Team17 Digital Ltd","Team17 Digital Ltd"
"1432","Soccer Manager 2016","Oct 7, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Soccer Manager Ltd","Soccer Manager Ltd"
"1433","Trophy Fishing 2","Jul 13, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Overgroup","Overgroup"
"1461","Supraball","Feb 8, 2019","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Supra Games","Supra Games"
"1465","Professional Fishing","Nov 30, 2018","Free","N/A (N/A)","200,000 .. 500,000","04:05 (01:21)","MasterCode, Dueking","Ultimate Games S.A."
"1467","SEGA Bass Fishing","Mar 4, 2011","$7.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","SEGA","SEGA"
"1469","Soccer Manager 2018","Dec 22, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Soccer Manager Ltd","Soccer Manager Ltd"
"1495","Drunken Wrestlers 2","Apr 1, 2019","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Oleg Skutte","Oleg Skutte"
"1499","Epigenesis","Aug 1, 2014","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Dead Shark Triplepunch","Dead Shark Triplepunch"
"1501","Project CARS - Pagani Edition","Oct 28, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:29 (00:09)","Slightly Mad Studios","Slightly Mad Studios, BANDAI NAMCO Entertainment"
"1504","Soccer Manager 2017","Sep 16, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Soccer Manager Ltd","Soccer Manager Ltd"
"1","Out of the Park Baseball 17","Mar 22, 2016","$19.99","N/A (N/A/92%)","100,000 .. 200,000","00:00 (00:00)","Out of the Park Developments","Out of the Park Developments"
"8","Out of the Park Baseball 18","Mar 24, 2017","$19.99","N/A (N/A/86%)","100,000 .. 200,000","00:00 (00:00)","Out of the Park Developments","Out of the Park Developments"
"14","GT Legends","Nov 28, 2012","$7.99","N/A (N/A/84%)","100,000 .. 200,000","00:00 (00:00)","SimBin Studios AB","SimBin"
"19","F1 2011","Sep 19, 2011","$14.99","N/A (N/A/83%)","100,000 .. 200,000","00:00 (00:00)","Codemasters Birmingham","Codemasters"
"28","AaAaAA!!! - A Reckless Disregard for Gravity","Sep 3, 2009","$9.99","N/A (N/A/81%)","100,000 .. 200,000","00:00 (00:00)","Dejobaan Games, LLC","Dejobaan Games, LLC"
"30","TrackMania² Canyon","Feb 27, 2013","$19.99","N/A (N/A/81%)","100,000 .. 200,000","00:00 (00:00)","Nadeo","Ubisoft"
"39","TrackMania² Valley","Jul 4, 2013","$19.99","N/A (N/A/79%)","100,000 .. 200,000","00:00 (00:00)","Nadeo","Ubisoft"
"41","OlliOlli","Jul 22, 2014","$12.99","N/A (N/A/78%)","100,000 .. 200,000","00:00 (00:00)","Roll7, General Arcade","Devolver Digital"
"47","Assetto Corsa Competizione","May 29, 2019","$25.99","N/A (N/A/77%)","100,000 .. 200,000","03:43 (01:51)","Kunos Simulazioni","505 Games"
"66","Ultimate Fishing Simulator","Aug 30, 2018","$19.99","N/A (N/A/70%)","100,000 .. 200,000","00:00 (00:00)","Bit Golem","Ultimate Games S.A."
"76","Ride 2","Oct 7, 2016","$39.99","N/A (N/A/67%)","100,000 .. 200,000","03:42 (01:51)","Milestone S.r.l.","Milestone S.r.l."
"92","WWE 2K17","Feb 6, 2017","$49.99","N/A (N/A/61%)","100,000 .. 200,000","00:00 (00:00)","Visual Concepts, Yuke's Co., LTD","2K"
"97","Urban Trial Freestyle","Sep 18, 2013","$6.99","N/A (N/A/58%)","100,000 .. 200,000","00:00 (00:00)","Tate Multimedia","Tate Multimedia"
"100","Dangerous Golf","Jun 2, 2016","$19.99","N/A (N/A/54%)","100,000 .. 200,000","00:00 (00:00)","Three Fields Entertainment","Team17 Digital Ltd"
"101","Speedball 2 HD","Dec 5, 2013","$9.99","N/A (N/A/53%)","100,000 .. 200,000","00:00 (00:00)","Bitmap Brothers, Vivid Games","Tower Studios Ltd"
"109","Super Mega Baseball: Extra Innings","Aug 21, 2015","$12.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Metalhead Software Inc.","Metalhead Software Inc."
"232","Zaccaria Pinball","Jun 16, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Magic Pixel Kft.","Magic Pixel Kft."
"288","Drift Streets Japan","Dec 21, 2015","$1.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","JDM4iK","JDM4iK"
"290","电竞俱乐部/ESports Club","Jun 29, 2017","$8.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Hangzhou Xinlan Network Technology Co.,Ltd.","菠菜游戏"
"379","Lethal League Blaze","Oct 24, 2018","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Team Reptile","Team Reptile"
"382","Zero Gear","Jan 12, 2010","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Brian Cronin","Brian Cronin"
"477","The Fishing Club 3D","Mar 23, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Robot Riot UG (haftungsbeschränkt)","Robot Riot UG (haftungsbeschränkt)"
"561","IOSoccer","Jun 8, 2018","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","IOSoccer Team","IOSoccer Team"
"568","Incline","Oct 9, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Homewreckers Studio","Homewreckers Studio"
"724","Teddy Floppy Ear - The Race","May 22, 2015","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Forever Entertainment S. A.","Forever Entertainment S. A."
"731","NOKBAK","Jun 13, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","BYU Animation - Class of 2017","Brigham Young University"
"741","Shufflepuck Cantina Deluxe","Dec 6, 2013","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Agharta Studio","Agharta Studio"
"744","International Snooker","Jan 11, 2013","$12.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Big Head Games Ltd","Big Head Games Ltd"
"833","RoShamBo","Jul 14, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Blam! Games LLC","Blam! Games LLC"
"837","Soccer Manager","Feb 9, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Soccer Manager Ltd","Soccer Manager Ltd"
"967","Kopanito All-Stars Soccer","Nov 16, 2016","$5.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Merixgames","Merixgames"
"968","FootLOL: Epic Fail League","Aug 7, 2013","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Lion's Shade","HeroCraft"
"970","Adorables","Mar 30, 2016","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","White Rabbit Games","White Rabbit Games"
"972","Winning Putt: Golf Online","Oct 25, 2016","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","WEBZENONNET Co., Ltd.","BANDAI NAMCO Entertainment America"
"974","Slipstream 5000","Oct 9, 2015","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Gremlin Interactive, The Software Refinery","Funbox Media Ltd"
"1013","Euro Fishing","Nov 2, 2015","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Dovetail Games","Dovetail Games - Fishing"
"1014","MXGP - The Official Motocross Videogame","Mar 28, 2014","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Milestone S.r.l.","Plug In Digital, Milestone S.r.l."
"1016","Fruit Ninja VR","Dec 15, 2016","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Halfbrick Studios Pty Ltd","Halfbrick Studios Pty Ltd"
"1017","ROCKETSROCKETSROCKETS","May 1, 2015","$6.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Radial Games Corp, Loren Bednar, Dr. Kimberly Voll, Lindsay Jorgensen","Radial Games Corp"
"1020","Riding Club Championships","Sep 27, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Artplant","Artplant"
"1023","AXIOM SOCCER","Apr 11, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Earthbound Games Ltd.","Earthbound Games Ltd."
"1025","Jackpot Poker by PokerStars","Mar 20, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","PokerStars Mobile Limited","PokerStars Mobile Limited"
"1186","Eleven: Table Tennis VR","Sep 22, 2016","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","For Fun Labs","For Fun Labs"
"1282","Ice Lakes","Apr 19, 2016","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Iceflake Studios","Iceflake Studios"
"1283","Real Boxing","Jul 2, 2014","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Vivid Games S.A.","Vivid Games S.A."
"1435","Head Goal: Soccer Online","Aug 18, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Unusualsoft","Unusualsoft"
"1464","Eastside Hockey Manager","Dec 1, 2015","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Sports Interactive","SEGA"
"1468","Soccer Manager 2019","Dec 19, 2018","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Soccer Manager Ltd","Soccer Manager Ltd"
"1494","Skater XL - The Ultimate Skateboarding Game","Dec 19, 2018","$15.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Easy Day Studios Pty Ltd","Easy Day Studios Pty Ltd"
"1497","Disc Jam","Mar 7, 2017","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","High Horse Entertainment","High Horse Entertainment"
"1512","Axis Football 2015","Jul 15, 2015","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Axis Games","Axis Games"
"25","OlliOlli2: Welcome to Olliwood","Aug 11, 2015","$14.99","N/A (N/A/82%)","50,000 .. 100,000","00:00 (00:00)","Roll7","Devolver Digital"
"38","iRacing","Jan 12, 2015","N/A","N/A (N/A/79%)","50,000 .. 100,000","00:00 (00:00)","iRacing.com Motorsport Simulations, iRacing","iRacing.com Motorsport Simulations, iRacing"
"42","Laser League","May 10, 2018","$14.99","N/A (N/A/78%)","50,000 .. 100,000","00:00 (00:00)","Roll7","505 Games"
"43","Descenders","May 7, 2019","$16.24","N/A (N/A/78%)","50,000 .. 100,000","00:59 (00:19)","RageSquid","No More Robots"
"64","Pro Cycling Manager 2017","Jun 15, 2017","$14.99","N/A (N/A/71%)","50,000 .. 100,000","00:00 (00:00)","Cyanide Studio","Focus Home Interactive"
"65","RIDE 3","Nov 30, 2018","$19.99","N/A (N/A/70%)","50,000 .. 100,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"67","The Golf Club","Aug 19, 2014","$29.99","N/A (N/A/70%)","50,000 .. 100,000","00:00 (00:00)","HB Studios","HB Studios"
"69","Pro Cycling Manager 2018","Jun 28, 2018","$19.99","N/A (N/A/69%)","50,000 .. 100,000","00:00 (00:00)","Cyanide Studio","Focus Home Interactive"
"73","RIDE","Mar 27, 2015","$19.99","N/A (N/A/68%)","50,000 .. 100,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"75","FIM Speedway Grand Prix 15","Nov 30, 2015","$19.99","N/A (N/A/68%)","50,000 .. 100,000","00:00 (00:00)","SoftPlanet","SoftPlanet"
"80","Pro Cycling Manager 2016","Jun 16, 2016","$9.99","N/A (N/A/64%)","50,000 .. 100,000","00:00 (00:00)","Cyanide Studio","Focus Home Interactive"
"105","WWE 2K20","Oct 21, 2019","$29.99","N/A (N/A/43%)","50,000 .. 100,000","00:00 (00:00)","Visual Concepts","2K"
"107","Russian Life Simulator","May 17, 2019","$0.49","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","GosDev Production","Abama Entertainment"
"120","MadOut Open City","Mar 29, 2016","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MadOut Games","MadOut Games"
