"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"401","La Tale - Evolved","Nov 29, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Actoz Soft","Papaya Play"
"404","Imperia Online","Apr 15, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Imperia Online JSC","Imperia Online JSC"
"441","九劫曲：诅咒之地 NINE TRIALS","Jun 27, 2019","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","深圳市爱玩游戏科技有限公司","深圳市爱玩游戏科技有限公司"
"443","Project: Gorgon","Mar 12, 2018","$39.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Elder Game, LLC","Elder Game, LLC"
"451","Woodle Tree 2: Worlds","Sep 16, 2016","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Fabio Ferrara","Chubby Pixel"
"457","SoulSaverOnline","Jul 19, 2012","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Smartbig Corportion","Netgame"
"461","Wheel Riders Online OBT","Dec 27, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Raum Studio","Raum Studio"
"462","Dragon Blood","Jan 31, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","TeamTop Games","101XP"
"494","Screeps","Nov 16, 2016","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Screeps","Screeps"
"501","Battle Tanks: Legends of World War II","Feb 21, 2019","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ExDevs LTD","ExDevs LTD"
"505","Warmonger","Jun 14, 2018","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","JoyImpact","GAMESinFLAMES"
"508","The Last Conflict","Sep 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Darker Emerald","EmmyGames"
"515","SurrealVR","Apr 15, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Surreal Games","Surreal Games"
"517","Garlock Online","May 30, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","HellconX© Studio's","HellconX™"
"542","ArcheAge: Unchained","Oct 17, 2019","$25.99","N/A (N/A)","50,000 .. 100,000","74:46 (74:46)","XLGAMES","Trion Worlds, gamigo US"
"551","Steambirds Alliance Beta","May 24, 2019","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Spry Fox LLC","Spry Fox LLC"
"552","Corma","Jan 23, 2019","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Nemo Studios","Nemo Studios"
"555","Supremacy 1914","Jul 16, 2019","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Bytro Labs GmbH","Bytro Labs GmbH"
"559","Elemental Heroes","Mar 3, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","mPower Games Studio","mPower Games Studio"
"587","XERA: Survival","May 24, 2019","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Spotted Kiwi Interactive","Spotted Kiwi Interactive"
"588","Rend","Mar 29, 2019","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Frostkeep Studios","Frostkeep Studios"
"595","War Blade","Jan 25, 2019","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Tvr Games","Tvr Games"
"598","Atulos Online","Apr 30, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Parallaxian Pty Ltd","Parallaxian Pty Ltd"
"599","Astroflux","Sep 27, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Fula Fisken","Fula Fisken"
"601","Ragnarok Journey","Jun 12, 2017","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Youren","Gravity Interactive"
"602","忍者村大战2","Jan 4, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","杭州分浪网络科技有限公司","杭州分浪网络科技有限公司"
"645","STAND OUT : VR Battle Royale","May 17, 2019","$12.49","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","raptor lab","raptor lab"
"656","Sansar","Dec 5, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Linden Lab","Linden Lab"
"657","Affected Zone Tactics","Nov 17, 2015","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Light Vision Interactive","Light Vision Interactive"
"659","Dark Eden","Nov 28, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","SOFTON ENTERTAINMENT","SOFTON ENTERTAINMENT"
"703","MilMo","Aug 2, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Dohi Sweden AB","Dohi Sweden AB"
"706","Endless Battle","Jan 3, 2019","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Netdragon Websoft Inc","Netdragon Websoft Inc"
"710","Hero Battle","Apr 28, 2016","$6.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Wang Liwen","Wang Liwen"
"712","Mahlone One","Jan 23, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","VM World Studio","VM World Studio"
"742","none","Nov 5, 2015","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","none","none"
"775","Watchers","Oct 22, 2019","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Blindfold","Alawar Premium"
"779","Астролорды: Облако Оорта","Sep 29, 2015","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Aratog LLC","Tartezal Holdings Ltd."
"797","HELLION","Oct 21, 2019","$7.49","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Zero Gravity","Zero Gravity"
"812","Zezenia Online","Jul 7, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","rojekti, Saucer Software","rojekti"
"815","Nova Blitz","Jul 11, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Dragon Foundry","Dragon Foundry, Hashbang Games"
"816","Armada: Modern Tanks","Feb 26, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Extreme Developers","Extreme Developers"
"831","Demon Horde Master","Jul 24, 2015","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","HCPgames","NedoStudio"
"850","Pandemic Express - Zombie Escape","Sep 27, 2019","$7.49","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","TALLBOYS, tinyBuild","tinyBuild"
"859","Mini Battlegrounds","Aug 20, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","IOA Games","IOA Games"
"861","Battle Royale: Survivors 究极求生:大逃杀","Aug 29, 2018","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","momoStorm Entertainment","momoStorm Entertainment"
"862","March of Empires","Dec 11, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Gameloft","Gameloft"
"863","Otherland MMO","Sep 12, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Drago Entertainment","Game OL GmbH"
"864","RockShot","Jun 4, 2018","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Soleil Ltd.","Soleil Ltd."
"866","Starblast","Nov 8, 2017","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Neuronality","Neuronality"
"867","Heroes of Dire","Mar 15, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Spellbook","www.Spellbook.com"
"869","Uncharted Waters Online","Dec 19, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","KOEI TECMO GAMES CO., LTD.","Papaya Play"
"870","Khan: Absolute Power","Mar 18, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Mirinae","Blaze Gamers"
"871","Genesis - 创世争霸","Mar 14, 2019","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Rampage Games","Hainan Legendkey Network Technology Co., Ltd."
"876","16 Bit Arena","Mar 24, 2015","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","16bitarena.com","16bitarena.com"
"901","Feel The Snow","Oct 14, 2016","$8.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Owlet","Owlet"
"903","HALF DEAD 2","Aug 2, 2019","$3.49","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Room710Games","Room710Games"
"908","Mini World: Block Art","Apr 27, 2018","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Miniwan Technology Co.,Limited","Miniwan Technology Co.,Limited"
"909","Puzzle Pirates: Dark Seas","Jul 6, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Grey Havens, LLC","Grey Havens, LLC"
"913","Racecar.io","Oct 18, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Kastriot Sulejmani, Brayden Myers","KasSanity"
"924","Full Tilt Poker","Jan 26, 2016","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Rational Social Projects Limited","Rational Social Projects Limited"
"929","Pararea--Social VR for Everyone (Beta)","Sep 15, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Metaverse","Metaverse"
"62","Shot Online","Jan 21, 2019","N/A","N/A (N/A/59%)","20,000 .. 50,000","00:00 (00:00)","WEBZEN ONNET","WEBZEN"
"78","One Hour One Life","Nov 8, 2018","$19.99","N/A (N/A)","20,000 .. 50,000","01:03 (00:21)","Jason Rohrer","Jason Rohrer"
"82","CardLife: Creative Survival","Feb 28, 2019","$7.49","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Freejam","Freejam"
"84","BattleRush 2","Oct 18, 2018","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Thunder Devs.","Thunder Devs."
"95","FINAL FANTASY XI: Ultimate Collection Seekers Edition","Apr 19, 2013","$10.19","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Square Enix","Square Enix"
"98","Marbles on Stream","Mar 28, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pixel by Pixel Studios Inc.","Pixel by Pixel Studios Inc."
"135","Perpetuum","Oct 17, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Avatar Creations","Gamestorm Ltd"
"140","NEStalgia","Apr 15, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Silk Games","Silk Games"
"147","Hurricane","Mar 6, 2017","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Because I Can","Because I Can"
"150","Dragon Lords: 3D Strategy","Sep 11, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","FX Games","FX Games"
"151","Downtown Mafia: Gang Wars","Jul 25, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DYNAMICNEXT","DYNAMICNEXT"
"184","Valnir Rok Survival RPG","Sep 26, 2017","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","encurio","encurio, Rok Entertainment"
"191","Refight:Burning Engine","Oct 15, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","梵天游戏","梵天游戏"
"195","World Warfare","Apr 3, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","JoyCrafter","WisJoy"
"199","Valor Time","Nov 14, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","ObjectOnIT","ObjectOnIT"
"200","NitroRage","Jul 4, 2017","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","XXXgames","XXXgames"
"205","Legend of Ares","May 31, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Bono Games","RedFox Games"
"231","Survive the Nights","Dec 21, 2017","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","a2z Interactive","a2z Interactive"
"233","CASE 2: Animatronics Survival","Aug 3, 2018","$3.19","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Walnut LLC","Walnut LLC"
"240","Slay Together","Jan 31, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Owl Tribe Entertainment","Owl Tribe Entertainment"
"241","Techwars: Global Conflict","Dec 21, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Argus Games","Argus Games"
"246","Drift Tuner 2019","Mar 26, 2018","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","S&COR Games","S&COR Games"
"248","Game of Thrones Winter is Coming","Nov 14, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","YOUZU (SINGAPORE) PTE. LTD.","YOUZU (SINGAPORE) PTE. LTD."
"249","Millidor","Mar 16, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Smart Online Games","Smart Online Games"
"250","Hanz Puppetguns","Aug 15, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DimleTeam","DimleTeam"
"281","Peak Angle: Drift Online","Nov 24, 2016","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Peak Angle Team",""
"295","Dark Swords","Jun 21, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","High Tower Entertainment","High Tower Entertainment"
"299","Exocraft","Mar 12, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GoldFire Studios","GoldFire Studios"
"302","Hero Plus","Jan 22, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MGAME Corporation","Netgame Inc"
"317","Killer Elite – Time to Die","Apr 28, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Wioleta Moniuszko","WRGenesis"
"322","ASTA : ASTA Server","Jun 20, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","POLYGON GAMES","Move Games. Co., LTD"
"330","Diaspora : Mass Exodus","Dec 20, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Angry Rabbit Studios","Angry Rabbit Studios"
"336","Aetheria Online","Feb 1, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zachary Hodges","Zachary Hodges"
"339","Somnium Space","Sep 27, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Somnium Space Ltd.","Somnium Space Ltd."
"340","御龙在天-平衡国战版","May 15, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","深圳墨麟科技股份有限公司","深圳墨麟科技股份有限公司"
"341","Cosmos Invictus","Jun 27, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pegnio Ltd","Pegnio Ltd"
"390","I am not a Monster: First Contact","Sep 27, 2018","$10.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cheerdealers","Alawar Premium"
"402","Meridian 59","Sep 27, 1996","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Archetype Interactive, Andrew and Christopher Kirmse","The 3DO Company, Near Death Studios"
"407","Badland Bandits","Jul 16, 2015","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Wild Wolf Std","Wild Wolf Std"
"421","WAR7","Oct 21, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CPsoft","CPsoft"
"445","Identity","Nov 30, 2018","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Asylum Entertainment Inc.","Asylum Entertainment Inc."
"455","九劫曲:诅咒之地 NineTrials Test Server","Jan 31, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","深圳市爱玩游戏科技有限公司","深圳市爱玩游戏科技有限公司"
"456","Triggerun","Sep 18, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Vulcan","2axion"
"459","Echo of Combats","Feb 6, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Mad Devices","Mad Devices"
"465","Grand Strategy","Jan 7, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Denizen Seven","Denizen Seven"
"466","Heroes of Shadow Guard","Aug 3, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Iron 27","Iron 27"
"470","Space Merchants: Arena","Nov 4, 2016","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Playito.com","Playito.com"
"506","Playcraft","Oct 23, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Bebop Games","Bebop Games"
"512","CasinoRPG","Jan 16, 2018","Free","N/A (N/A)","20,000 .. 50,000","01:40 (01:40)","GoldFire Studios","GoldFire Studios"
"513","Global Adventures","Dec 29, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PixelSoft","SubaGames"
"518","ZoneDriver","Mar 29, 2018","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cybertime System","Cybertime System"
"548","Warlords Awakening","Nov 28, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PLAYWITH Inc.","PLAYWITH Interactive Inc."
"556","Neos VR","May 4, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Frooxius, Solirax","Solirax"
"557","DayBreak Online","Jun 13, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Global Games","Global Games"
"558","Astonia Reborn","Aug 20, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Astonia Reborn","Astonia Reborn"
"560","Gates of Horizon","Dec 18, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hex Keep","Hex Keep"
"561","Record of Lodoss War Online","Jan 15, 2019","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","L＆K CO., LTD","L＆K CO., LTD"
"562","Jumping Master(跳跳大咖)","Apr 9, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","重庆环游者网络科技","重庆环游者网络科技"
"564","Scions of Fate","Jan 29, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MGAME Corporation","NETGAME Inc"
"565","Fighter Royale - Last Ace Flying","Apr 29, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fighter Base Publishing, Inc.","Fighter Base Publishing, Inc."
"570","Voyage Senki VR 海洋传说 VR","Apr 15, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Shanghai Superpoint Technology Co.,Ltd.","Shandong Qianbei Technology Co. Ltd"
"593","StarsOne","Apr 8, 2016","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","IllusoryWorldEntertainment","IllusoryWorldEntertainment"
"596","The Exiled","Feb 23, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fairytale Distillery","Fairytale Distillery"
"604","Techwars Online","Mar 17, 2016","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Argus Games","Argus Games"
"607","World Of Conquerors","Aug 30, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Huntah","Darkness Development"
"611","Fishermurs","Apr 14, 2017","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Reward Hunters","Valkyrie Initiative"
"615","VirtualCast","Apr 13, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","VirtualCast, Inc.","VirtualCast, Inc."
"622","RiotZ","Jun 30, 2017","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Triple Rush Games","Triple Rush Games"
"646","OrbusVR: Reborn","Apr 23, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Orbus Online, LLC","Orbus Online, LLC"
"647","Rapture Rejects","Nov 29, 2018","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Galvanic Games, Explosm Games","tinyBuild"
"649","hackmud","Sep 22, 2016","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Drizzly Bear","Drizzly Bear"
"662","Horse Riding Tales","Apr 12, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Foxie Games","App Business Ventures LLC"
"663","FeArea","Feb 22, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MUVGAMES","MUVGAMES"
"667","FinalFire","May 9, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","深圳中青宝互动网络股份有限公司","深圳中青宝互动网络股份有限公司"
"668","Weapons of Mythology - New Age -","Dec 15, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gamemag","IDC/Games"
"669","Pandum online","Sep 16, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Electronic Experience","Electronic Experience"
"673","Once Bitten, Twice Dead!","Jul 7, 2015","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gamestarters","Gamestarters Publisher, Gamestarter's"
"699","Kings and Heroes","Nov 16, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Industry Games","Industry Games"
"708","Wuxing Master 五行师(CCG)","Jan 8, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Chengdu Touch Times Technology Co., Ltd","Chengdu Touch Times Technology Co., Ltd"
"714","Find & Destroy: Tank Strategy","Jun 12, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","mPower Games Studio","mPower Games Studio"
"717","Panzer Warfare","Aug 25, 2016","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kobra Studio","Kobra Studio"
"719","Ship Ahoy Open BETA","Jan 16, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","OKAM Studio","OKAM Studio"
"725","Dawn of the Dragons: Ascension","Nov 1, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","5th Planet Games Development ApS","5th Planet Games Development ApS"
"768","CryoFall","Apr 3, 2019","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","AtomicTorch Studio","Daedalic Entertainment"
"777","XAOC","Aug 3, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","WindThunder Studio","Winking International"
"783","AVATARIKA","Apr 11, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Nikita Online","Nikita Online"
"784","ROYAL AREA","Aug 23, 2019","$0.49","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","AR Gaming","AR Gaming"
"787","Nodiatis","Nov 14, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Glitchless, LLC","Glitchless, LLC"
"788","Dragon Glory","Oct 10, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","TeamTop Games","101XP"
"789","Dark Eden Origin","Aug 17, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SOFTON ENTERTAINMENT","SOFTON ENTERTAINMENT"
"807","Anyland","Oct 6, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Anyland + Manyland",""
"811","9Dragons : Kung Fu Arena","May 27, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Joongwon Entertainment","Joongwon Games"
"813","Arcfall","May 16, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Neojac Entertainment inc.","Neojac Entertainment Inc."
"819","Sky Clash: Lords of Clans 3D","Sep 5, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","AIVIK LLC","Absolutist Ltd."
"820","Road Dogs","Sep 26, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Teletower Studios","Teletower Studios"
"821","Civil Warfare: Another Bullet In The War","Jan 22, 2018","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Mental Zone Digital Game Studios","Mental Zone Digital Game Studios"
"824","Blazing Core (beta)","Sep 7, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","OctoBox Interactive","OctoBox Interactive"
"855","WAR DUST | 32 vs 32 Battles","Oct 19, 2018","$24.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","raptor lab","raptor lab"
"872","Margonem","Feb 20, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Garmory","Garmory"
"873","Warhammer: Chaos And Conquest","Nov 18, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hunted Cow Studios","Tilting Point"
"902","Boundless","Sep 11, 2018","$19.99","N/A (N/A)","20,000 .. 50,000","05:17 (02:38)","Wonderstruck","Square Enix"
"904","theFisher Online","Oct 27, 2019","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","R-Age","R-Age"
"907","Fear the Night - 恐惧之夜","Jul 17, 2019","$7.49","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Snail Games USA","Snail Games USA"
"910","DEAD DOZEN Escape","Jun 19, 2018","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fntastic","Fntastic"
"911","Kingdom of Loot","Apr 14, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","EPICBEYOND Studios","EPICBEYOND Studios"
"915","Downtown Casino Poker Leagues : Texas Hold'em Poker Tournaments","Apr 4, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DYNAMICNEXT","DYNAMICNEXT"
"916","ManaRocks","Mar 8, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rockgames","Rockgames"
"920","胸怀三国 OL / 삼국지를 품다 / Embrace the Three Kingdoms OL","May 22, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","VALOFE","VALOFE"
"923","Might & Mayhem","Jun 5, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kiz Studios","You42, Inc."
"930","Tinkr Garage","Oct 9, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Tinkr, Inc.","Tinkr, Inc."
"1","Guild Wars Game of the Year Edition","Apr 22, 2009","$19.99","N/A (N/A/89%)","0 .. 20,000","00:00 (00:00)","ArenaNet®","NCsoft"
"6","Guild Wars Factions","Apr 22, 2009","$19.99","N/A (N/A/84%)","0 .. 20,000","00:00 (00:00)","ArenaNet®","NCsoft"
"8","Guild Wars Nightfall","Apr 22, 2009","$19.99","N/A (N/A/84%)","0 .. 20,000","00:00 (00:00)","ArenaNet®","NCsoft"
"20","Guild Wars: Eye of the North","Oct 8, 2010","$19.99","N/A (N/A/79%)","0 .. 20,000","00:00 (00:00)","ArenaNet®","NCsoft"
"63","The Castle Doctrine","Jan 29, 2014","$15.99","N/A (N/A/58%)","0 .. 20,000","00:00 (00:00)","Jason Rohrer","Jason Rohrer"
"77","Unreal Heroes","Feb 3, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OxPrime Studio","OxPrime Studio"
"87","Edengrad","Apr 4, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Huckleberry Games S.A.","Huckleberry Games S.A."
"89","Pixel Z - Gun Day","Jan 14, 2016","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AR Gaming","AR Gaming"
"91","The Wall","Nov 2, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aero Games","Aero Games LLC"
"92","TITANS: Dawn of Tribes","Jun 15, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","34BigThings srl, Event Horizon Studios","IndieGala"
"93","Mini Golf Arena","Apr 21, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Evoluta Studio","Evoluta Studio"
