"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"6","Grand Theft Auto IV","Dec 2, 2008","$19.99","N/A (N/A/90%)","5,000,000 .. 10,000,000","48:07 (47:23)","Rockstar North, Rockstar Toronto","Rockstar Games"
"65","A Vampyre Story","Dec 2, 2008","$19.99","N/A (N/A/75%)","50,000 .. 100,000","00:00 (00:00)","Autumn Moon","Strategy First"
"99","Legendary","Dec 1, 2008","$1.99","N/A (N/A/50%)","200,000 .. 500,000","00:00 (00:00)","Spark Unlimited","SouthPeak Games"
"91","Imperium Romanum Gold Edition","Nov 25, 2008","$9.99","N/A (N/A/63%)","100,000 .. 200,000","00:00 (00:00)","Haemimont Games","Kalypso Media Digital"
"43","Tomb Raider: Underworld","Nov 21, 2008","$0.98","N/A (N/A/80%)","1,000,000 .. 2,000,000","00:05 (00:01)","Crystal Dynamics","Square Enix"
"10","Prince of Persia: The Sands of Time","Nov 21, 2008","$9.99","N/A (N/A/89%)","200,000 .. 500,000","00:00 (00:00)","Kudosoft","Ubisoft"
"20","Prince of Persia: The Two Thrones","Nov 21, 2008","$9.99","N/A (N/A/85%)","200,000 .. 500,000","00:00 (00:00)","Ubisoft Montreal","Ubisoft"
"28","Prince of Persia: Warrior Within","Nov 21, 2008","$9.99","N/A (N/A/83%)","200,000 .. 500,000","00:00 (00:00)","Ubisoft","Ubisoft"
"114","Gems","Nov 21, 2008","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","baKno Games","baKno Games"
"166","Mosby's Confederacy","Nov 19, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc."
"32","Call of Duty: World at War","Nov 18, 2008","$19.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","01:03 (00:27)","Treyarch","Activision"
"54","Bejeweled Twist","Nov 18, 2008","$4.99","N/A (N/A/78%)","50,000 .. 100,000","00:00 (00:00)","PopCap Games, Inc.","PopCap Games, Inc."
"138","Disney Bolt","Nov 18, 2008","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Avalanche Software","Disney"
"8","Left 4 Dead","Nov 17, 2008","$9.99","N/A (N/A/89%)","5,000,000 .. 10,000,000","00:00 (00:00)","Valve","Valve"
"175","The Royal Marines Commando","Nov 15, 2008","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","City Interactive S.A.","City Interactive S.A."
"174","7 Wonders: Treasures of Seven","Nov 14, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"162","Pyroblazer","Nov 13, 2008","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eipix","Candella Systems Ltd"
"110","Precipice of Darkness, Episode Two","Nov 7, 2008","$7.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Hothead Games","Hothead Games"
"90","Silent Hill Homecoming","Nov 6, 2008","$39.99","N/A (N/A/64%)","100,000 .. 200,000","00:00 (00:00)","Double Helix Games","Konami Digital Entertainment, Inc., Konami Digital Entertainement GmbH"
"30","Mr. Robot","Nov 3, 2008","$7.99","N/A (N/A/83%)","20,000 .. 50,000","00:00 (00:00)","Moonpod","Moonpod"
"188","Margot's Word Brain","Nov 3, 2008","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Slam Productions Ltd","Funbox Media Ltd"
"143","Starscape","Nov 3, 2008","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Moonpod","Moonpod"
"104","Geneforge 5: Overthrow","Nov 1, 2008","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Spiderweb Software","Spiderweb Software"
"165","Samantha Swift and the Hidden Roses of Athena","Oct 31, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"3","Fallout 3","Oct 28, 2008","$9.99","N/A (N/A/91%)","500,000 .. 1,000,000","00:49 (00:31)","Bethesda Game Studios","Bethesda Softworks"
"170","Exodus from the Earth","Oct 24, 2008","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Parallax Arts Studio","Strategy First"
"168","Space Trader: Merchant Marine","Oct 23, 2008","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Meridian4","Meridian4"
"18","Far Cry 2: Fortune's Edition","Oct 22, 2008","$9.99","N/A (N/A/85%)","1,000,000 .. 2,000,000","00:00 (00:00)","Ubisoft Montreal","Ubisoft"
"72","Bully: Scholarship Edition","Oct 21, 2008","$14.99","N/A (N/A/72%)","1,000,000 .. 2,000,000","00:00 (00:00)","Rockstar New England","Rockstar Games"
"140","Galactic Bowling","Oct 21, 2008","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Perpetual FX Creative","Perpetual FX Creative"
"147","Spectraball","Oct 20, 2008","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Shorebound Studios","Shorebound Studios"
"137","Townopolis","Oct 19, 2008","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Lonely Troops","Lonely Troops"
"68","X3: Terran Conflict","Oct 16, 2008","$15.99","N/A (N/A/73%)","500,000 .. 1,000,000","00:00 (00:00)","Egosoft","Egosoft"
"59","Peggle Nights","Oct 15, 2008","$4.99","N/A (N/A/76%)","100,000 .. 200,000","00:00 (00:00)","PopCap Games, Inc.","PopCap Games, Inc."
"7","World of Goo","Oct 13, 2008","$14.99","N/A (N/A/90%)","1,000,000 .. 2,000,000","00:00 (00:00)","2D BOY","2D BOY"
"27","Brothers in Arms: Earned in Blood","Oct 10, 2008","$9.99","N/A (N/A/84%)","100,000 .. 200,000","00:00 (00:00)","Gearbox Software","Ubisoft"
"70","The Sum of All Fears","Oct 10, 2008","$9.99","N/A (N/A/72%)","0 .. 20,000","00:00 (00:00)","Red Storm Entertainment","Ubisoft"
"119","Brain Spa","Oct 10, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ubisoft","Ubisoft"
"47","Brothers in Arms: Hell's Highway","Oct 8, 2008","$9.99","N/A (N/A/79%)","100,000 .. 200,000","00:00 (00:00)","Gearbox Software","Ubisoft"
"116","Xpand Rally Xtreme","Oct 8, 2008","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Techland","Techland"
"120","Zombie Panic! Source","Oct 3, 2008","Free","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Zombie Panic! Team","Zombie Panic! Team"
"128","Project Aftermath","Oct 3, 2008","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Games Faction","Games Faction"
"86","Hinterland","Sep 30, 2008","$9.99","N/A (N/A/65%)","50,000 .. 100,000","00:00 (00:00)","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc."
"187","Gravitron 2","Sep 30, 2008","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dark Castle Software","Dark Castle Software"
"45","LEGO Batman: The Videogame","Sep 29, 2008","$19.99","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Traveller's Tales","Warner Bros. Interactive Entertainment"
"142","City Life 2008","Sep 29, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Monte Cristo","Focus Home Interactive"
"21","Tom Clancy's Rainbow Six 3 Gold","Sep 25, 2008","$9.99","N/A (N/A/85%)","200,000 .. 500,000","00:00 (00:00)","Red Storm Entertainment, Ubisoft Montreal","Ubisoft"
"123","Guild Wars Trilogy","Sep 25, 2008","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ArenaNet®","NCsoft"
"29","Sid Meier's Civilization IV: Colonization","Sep 23, 2008","$19.99","N/A (N/A/83%)","1,000,000 .. 2,000,000","00:00 (00:00)","Firaxis Games","2K"
"150","Children of the Nile: Alexandria","Sep 22, 2008","$2.49","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc."
"17","The Witcher: Enhanced Edition Director's Cut","Sep 19, 2008","$9.99","N/A (N/A/86%)","2,000,000 .. 5,000,000","00:40 (00:26)","CD PROJEKT RED","CD PROJEKT RED, 1C-SoftClub"
"60","Multiwinia","Sep 19, 2008","$9.99","N/A (N/A/76%)","500,000 .. 1,000,000","00:00 (00:00)","Introversion Software","Introversion Software"
"163","Planet Alcatraz 2","Sep 19, 2008","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","1C Company","1C Company"
"2","Crysis","Sep 17, 2008","$19.99","N/A (N/A/91%)","1,000,000 .. 2,000,000","00:00 (00:00)","Crytek","Electronic Arts"
"25","Crysis Warhead","Sep 17, 2008","$19.99","N/A (N/A/84%)","1,000,000 .. 2,000,000","00:00 (00:00)","Crytek","Electronic Arts"
"73","Mount & Blade","Sep 16, 2008","$9.99","N/A (N/A/72%)","1,000,000 .. 2,000,000","00:00 (00:00)","TaleWorlds Entertainment","TaleWorlds Entertainment"
"124","The Wizard's Pen","Sep 16, 2008","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PopCap Games, Inc.","PopCap Games, Inc."
"61","S.T.A.L.K.E.R.: Clear Sky","Sep 15, 2008","$9.99","N/A (N/A/75%)","500,000 .. 1,000,000","00:00 (00:00)","GSC Game World","GSC World Publishing"
"108","X-COM: UFO Defense","Sep 4, 2008","$4.99","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","MicroProse Software, Inc","2K"
"88","X-COM: Enforcer","Sep 4, 2008","$4.99","N/A (N/A/65%)","500,000 .. 1,000,000","00:00 (00:00)","MicroProse Software, Inc","2K"
"109","X-COM: Apocalypse","Sep 4, 2008","$4.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","MicroProse Software, Inc","2K"
"159","X-COM: Interceptor","Sep 4, 2008","$4.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","MicroProse Software, Inc","2K"
"101","Wizard101","Sep 2, 2008","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","KingsIsle Entertainment","KingsIsle Entertainment"
"154","Zezenia Online","Sep 1, 2008","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","rojekti, Saucer Software","rojekti"
"153","Oddworld: Abe's Oddysee","Aug 28, 2008","$2.99","N/A (N/A)","5,000,000 .. 10,000,000","00:00 (00:00)","Oddworld Inhabitants","Oddworld Inhabitants"
"179","Oddworld: Abe's Exoddus","Aug 28, 2008","$2.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Oddworld Inhabitants","Oddworld Inhabitants"
"113","Farm Frenzy 2","Aug 27, 2008","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alawar","iWin"
"48","FlatOut: Ultimate Carnage","Aug 26, 2008","$19.99","N/A (N/A/79%)","200,000 .. 500,000","00:00 (00:00)","Bugbear Entertainment","Strategy First"
"103","Tank Universal","Aug 21, 2008","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Dialogue Design","Meridian4"
"193","Kingdom Elemental","Aug 21, 2008","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Scott Thunelius, Chronic Logic, Tony Porter","Chronic Logic"
"93","Pacific Storm Allies","Aug 18, 2008","$7.99","N/A (N/A/60%)","50,000 .. 100,000","00:00 (00:00)","Lesta Studio","Buka Entertainment"
"16","Bionic Commando: Rearmed","Aug 14, 2008","$9.99","N/A (N/A/86%)","200,000 .. 500,000","00:00 (00:00)","Capcom","Capcom"
"129","Beijing 2008 - The Official Video Game of the Olympic Games","Aug 14, 2008","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eurocom","SEGA"
"148","FATE: Undiscovered Realms","Aug 8, 2008","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","WildTangent","WildTangent"
"75","Sherlock Holmes - Nemesis","Aug 7, 2008","$9.99","N/A (N/A/71%)","100,000 .. 200,000","00:00 (00:00)","Frogwares","Frogwares"
"76","Dracula Origin","Aug 7, 2008","$9.99","N/A (N/A/70%)","20,000 .. 50,000","00:00 (00:00)","Frogwares","Frogwares"
"145","Eternity's Child","Jul 31, 2008","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Luc Bernard, SilverSphereStudios","Silver Sphere Studios"
"149","Making History: The Calm and the Storm Gold Edition","Jul 30, 2008","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Muzzy Lane Software","Factus Games"
"133","Mahjongg Investigations: Under Suspicion","Jul 29, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zemnott","ValuSoft, Retroism"
"134","Midnight Outlaw: 6 Hours to SunUp","Jul 29, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Merscom, Babylon","ValuSoft, Retroism"
"157","Dr. Daisy Pet Vet","Jul 29, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zemnott","ValuSoft"
"160","Sprint Cars Road to Knoxville","Jul 29, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","BigAnt Studios","ValuSoft, Retroism"
"161","Ride! Carnival Tycoon","Jul 29, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gabriel Entertainment","ValuSoft, Retroism"
"167","Hot Dish","Jul 29, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zemnott","ValuSoft"
"181","Art of Murder - FBI Confidential","Jul 29, 2008","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","City Interactive S.A.","City Interactive S.A."
"152","Discovery! A Seek and Find Adventure","Jul 29, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"158","Empires Mod","Jul 28, 2008","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Empires","Empires"
"182","Hunting Unlimited 2009","Jul 22, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SCS Software","Ziggurat Interactive"
"151","Silverfall: Earth Awakening","Jul 18, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Monte Cristo","Focus Home Interactive"
"37","Tom Clancy's Ghost Recon Desert Siege","Jul 15, 2008","$4.99","N/A (N/A/82%)","100,000 .. 200,000","00:00 (00:00)","Red Storm Entertainment","Ubisoft"
"42","Tom Clancy's Ghost Recon","Jul 15, 2008","$9.99","N/A (N/A/80%)","100,000 .. 200,000","00:00 (00:00)","Red Storm Entertainment","Ubisoft"
"34","Tom Clancy's Ghost Recon Island Thunder","Jul 15, 2008","$4.99","N/A (N/A/82%)","50,000 .. 100,000","00:00 (00:00)","Red Storm Entertainment","Ubisoft"
"156","Ringies","Jul 15, 2008","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mini IT","Mini IT"
"66","Sacred Gold","Jul 9, 2008","$9.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","Ascaron Entertainment ltd.","Strategy First"
"64","Children of the Nile: Enhanced Edition","Jul 8, 2008","$7.99","N/A (N/A/75%)","50,000 .. 100,000","00:00 (00:00)","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc."
"87","Insecticide Part 1","Jul 1, 2008","$0.99","N/A (N/A/65%)","100,000 .. 200,000","00:00 (00:00)","Crackpot Entertainment","Missing Link Games"
"172","Planet Busters","Jun 30, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Slam","Slam"
"78","Jack Keane","Jun 27, 2008","$9.99","N/A (N/A/69%)","20,000 .. 50,000","00:00 (00:00)","Deck13","Deck13"
"82","Pacific Storm","Jun 24, 2008","$7.99","N/A (N/A/67%)","50,000 .. 100,000","00:00 (00:00)","Buka Entertainment, Lesta Studio","Buka Entertainment"
"71","Crazy Machines 2","Jun 20, 2008","$9.99","N/A (N/A/72%)","100,000 .. 200,000","00:00 (00:00)","Fakt Software","Viva Media"
"15","IL-2 Sturmovik: 1946","Jun 13, 2008","$9.99","N/A (N/A/86%)","200,000 .. 500,000","01:24 (00:28)","1C: Maddox Games","1C Entertainment"
"5","Silent Hunter III","Jun 13, 2008","$9.99","N/A (N/A/90%)","100,000 .. 200,000","00:00 (00:00)","Ubisoft","Ubisoft"
"49","Silent Hunter: Wolves of the Pacific","Jun 13, 2008","$9.99","N/A (N/A/79%)","50,000 .. 100,000","00:00 (00:00)","Ubisoft Romania","Ubisoft"
"185","Silent Hunter: Wolves of the Pacific U-Boat Missions","Jun 13, 2008","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ubisoft Romania","Ubisoft"
"97","Rayman Raving Rabbids","Jun 13, 2008","$9.99","N/A (N/A/58%)","20,000 .. 50,000","00:00 (00:00)","Ubisoft Bulgaria, Ubisoft Montpellier","Ubisoft"
"180","Petz Horsez 2","Jun 13, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ubisoft","Ubisoft"
"106","Luxor 2","Jun 10, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"164","Little Farm","Jun 10, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"190","7 Wonders II","Jun 10, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"191","Luxor 3","Jun 10, 2008","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"125","Luxor Amun Rising","Jun 10, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"186","Luxor","Jun 10, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"146","Mystery P.I. - The Vegas Heist","Jun 5, 2008","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SpinTop Games","PopCap Games, Inc."
"169","Monsters' Den: Book of Dread","Jun 1, 2008","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Monstrum","Monstrum"
"115","Trials 2: Second Edition","May 28, 2008","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Redlynx","RedLynx Ltd."
"126","Virtual Villagers - The Secret City","May 28, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Last Day of Work","Last Day of Work"
"183","Chaos Theory","May 22, 2008","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","blurredVision","blurredVision"
"102","Precipice of Darkness, Episode One","May 21, 2008","$7.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Hothead Games","Hothead Games"
"173","Gumboy Tournament","May 19, 2008","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","CINEMAX, s.r.o.","CINEMAX, s.r.o."
"33","Sam & Max 201: Ice Station Santa","May 16, 2008","N/A","N/A (N/A/82%)","20,000 .. 50,000","00:00 (00:00)","Telltale Games","Telltale Games"
"39","Sam & Max: Season Two","May 16, 2008","$19.99","N/A (N/A/82%)","0 .. 20,000","00:00 (00:00)","Telltale Games","Telltale Games"
"46","Sam & Max 202: Moai Better Blues","May 16, 2008","N/A","N/A (N/A/80%)","0 .. 20,000","00:00 (00:00)","Telltale Games","Telltale Games"
"31","Beyond Good and Evil","May 13, 2008","$9.99","N/A (N/A/83%)","200,000 .. 500,000","00:00 (00:00)","Ubisoft","Ubisoft"
"58","Heroes of Might & Magic V","May 13, 2008","$9.99","N/A (N/A/77%)","200,000 .. 500,000","00:00 (00:00)","Nival","Ubisoft"
"13","Brothers in Arms: Road to Hill 30","May 13, 2008","$9.99","N/A (N/A/87%)","100,000 .. 200,000","00:00 (00:00)","Gearbox Software","Ubisoft"
"95","Tom Clancy's Rainbow Six Lockdown","May 13, 2008","$9.99","N/A (N/A/59%)","100,000 .. 200,000","00:00 (00:00)","Red Storm Entertainment","Ubisoft"
"85","Cold Fear","May 13, 2008","$9.99","N/A (N/A/66%)","20,000 .. 50,000","00:00 (00:00)","Darkworks","Ubisoft"
"144","Empire of the Gods","May 13, 2008","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lonely Troops","Lonely Troops"
"118","Virtual Villagers: The Lost Children","May 12, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Last Day of Work","Last Day of Work"
"155","Fish Tycoon","May 12, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Last Day of Work","Last Day of Work"
"57","Everyday Shooter","May 8, 2008","$9.99","N/A (N/A/77%)","20,000 .. 50,000","00:00 (00:00)","Queasy Games",""
"171","Nodiatis","May 8, 2008","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Glitchless, LLC","Glitchless, LLC"
"177","Build-A-Lot 2: Town of the Year","Apr 29, 2008","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hip Soft","iWin"
"176","LUMINES Advance Pack","Apr 18, 2008","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Q Entertainment Inc.","Q Entertainment Inc."
"107","TrackMania Nations Forever","Apr 16, 2008","Free","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Nadeo","Ubisoft"
"55","Tom Clancy's Rainbow Six Vegas 2","Apr 16, 2008","$9.99","N/A (N/A/78%)","500,000 .. 1,000,000","00:00 (00:00)","Ubisoft Montreal","Ubisoft"
"44","Trackmania United Forever","Apr 16, 2008","$29.99","N/A (N/A/80%)","100,000 .. 200,000","00:00 (00:00)","Nadeo","Ubisoft"
"132","Sam & Max 205: What's New Beelzebub?","Apr 11, 2008","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Telltale Games","Telltale Games"
"122","Sledgehammer / Gear Grinder","Apr 10, 2008","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Targem Games","Buka Entertainment"
"51","Assassin's Creed: Director's Cut Edition","Apr 9, 2008","$19.99","N/A (N/A/79%)","500,000 .. 1,000,000","00:00 (00:00)","Ubisoft Montreal","Ubisoft"
"22","Tom Clancy's Rainbow Six Vegas","Apr 9, 2008","$9.99","N/A (N/A/85%)","200,000 .. 500,000","00:00 (00:00)","Ubisoft Montreal","Ubisoft"
"9","Far Cry","Apr 1, 2008","$9.99","N/A (N/A/89%)","500,000 .. 1,000,000","00:00 (00:00)","Crytek Studios","Ubisoft"
"4","Tom Clancy's Splinter Cell","Apr 1, 2008","$9.99","N/A (N/A/91%)","200,000 .. 500,000","00:00 (00:00)","Ubisoft","Ubisoft"
"98","Ninja Reflex: Steamworks Edition","Mar 21, 2008","$4.99","N/A (N/A/57%)","0 .. 20,000","00:00 (00:00)","Sanzaru Games","Nunchuck Games"
"1","Unreal Tournament: Game of the Year Edition","Mar 17, 2008","$9.99","N/A (N/A/92%)","200,000 .. 500,000","00:00 (00:00)","Epic Games, Inc.","Epic Games, Inc."
"63","Unreal 2: The Awakening","Mar 17, 2008","$14.99","N/A (N/A/75%)","200,000 .. 500,000","00:00 (00:00)","Epic Games, Inc.","Epic Games, Inc."
"189","Unreal Gold","Mar 17, 2008","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Epic Games, Inc.","Epic Games, Inc."
"19","Sam & Max 204: Chariots of the Dogs","Mar 14, 2008","$19.99","N/A (N/A/85%)","0 .. 20,000","00:00 (00:00)","Telltale Games","Telltale Games"
"79","Death to Spies","Mar 12, 2008","$4.99","N/A (N/A/69%)","100,000 .. 200,000","00:00 (00:00)","Haggard Games","1C Entertainment"
"83","Desperados 2: Cooper's Revenge","Mar 12, 2008","$9.99","N/A (N/A/66%)","50,000 .. 100,000","00:00 (00:00)","Spellbound","THQ Nordic"
"67","Act of War: High Treason","Mar 12, 2008","$2.99","N/A (N/A/74%)","20,000 .. 50,000","00:00 (00:00)","Eugen Systems","THQ Nordic"
"81","Tycoon City: New York","Mar 12, 2008","$9.99","N/A (N/A/67%)","20,000 .. 50,000","00:00 (00:00)","","Retroism"
"92","SAGA","Mar 7, 2008","Free","N/A (N/A/61%)","50,000 .. 100,000","00:00 (00:00)","Silverlode Interactive, Wasatch Games","Silverlode Interactive"
"178","Warhammer 40,000: Dawn of War - Soulstorm","Mar 5, 2008","$12.99","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","Relic Entertainment","SEGA"
"131","Harvest: Massive Encounter","Mar 5, 2008","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Oxeye Game Studio","Oxeye Game Studio"
"111","Nethergate: Resurrection","Mar 1, 2008","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Spiderweb Software","Spiderweb Software"
