"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"370","Triple Town","Dec 6, 2012","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Spry Fox LLC","Spry Fox LLC"
"118","The Book of Unwritten Tales: The Critter Chronicles","Dec 5, 2012","$19.99","N/A (N/A/73%)","100,000 .. 200,000","00:00 (00:00)","KING Art","THQ Nordic"
"120","Primordia","Dec 5, 2012","$9.99","N/A (N/A/72%)","100,000 .. 200,000","00:00 (00:00)","Wormwood Studios","Wadjet Eye Games"
"6","Far Cry 3","Dec 4, 2012","$7.99","N/A (N/A/88%)","2,000,000 .. 5,000,000","05:43 (01:54)","Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai","Ubisoft"
"392","Karateka","Dec 3, 2012","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Liquid Entertainment","Dotemu"
"383","Sea Dogs: To Each His Own - Pirate Open World RPG","Dec 2012","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","BlackMark Studio","Akella"
"147","Sword of the Stars II: Enhanced Edition","Nov 30, 2012","$19.99","N/A (N/A/65%)","100,000 .. 200,000","00:00 (00:00)","Kerberos Productions","Paradox Interactive"
"103","Drox Operative","Nov 29, 2012","$19.99","N/A (N/A/74%)","20,000 .. 50,000","00:00 (00:00)","Soldak Entertainment","Soldak Entertainment"
"367","Atlantis: Pearls of the Deep","Nov 29, 2012","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alder Games","Legacy Games"
"211","Tomb Raider III","Nov 28, 2012","$0.97","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Core Design","Square Enix"
"273","Tomb Raider I","Nov 28, 2012","$0.97","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Core Design","Square Enix"
"295","Tomb Raider V: Chronicles","Nov 28, 2012","$0.97","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Core Design","Square Enix"
"323","Tomb Raider VI: The Angel of Darkness","Nov 28, 2012","$0.97","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Core Design","Square Enix"
"361","Tomb Raider II","Nov 28, 2012","$0.97","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Core Design","Square Enix"
"397","Tomb Raider IV: The Last Revelation","Nov 28, 2012","$0.97","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Core Design","Square Enix"
"50","Stealth Bastard Deluxe","Nov 28, 2012","$9.99","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Curve Studios","Curve Digital"
"18","GT Legends","Nov 28, 2012","$7.99","N/A (N/A/84%)","100,000 .. 200,000","00:00 (00:00)","SimBin Studios AB","SimBin"
"80","Miasmata","Nov 28, 2012","$14.99","N/A (N/A/76%)","50,000 .. 100,000","00:00 (00:00)","IonFx","IonFX Studios"
"181","Miner Wars 2081","Nov 28, 2012","$4.99","N/A (N/A/52%)","50,000 .. 100,000","00:00 (00:00)","Keen Software House","Keen Software House"
"9","Super Hexagon","Nov 27, 2012","$2.99","N/A (N/A/88%)","1,000,000 .. 2,000,000","00:00 (00:00)","Terry Cavanagh","Terry Cavanagh"
"45","LEGO The Lord of the Rings","Nov 27, 2012","N/A","N/A (N/A/80%)","500,000 .. 1,000,000","00:00 (00:00)","Traveller's Tales","Warner Bros. Interactive Entertainment"
"287","East Tower - Takashi (East Tower Series Vol. 2)","Nov 27, 2012","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ROSEVERTE","ROSEVERTE"
"381","Reef Shot","Nov 21, 2012","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nano Games","Nano Games"
"21","PlanetSide 2","Nov 20, 2012","Free","N/A (N/A/84%)","10,000,000 .. 20,000,000","03:42 (02:27)","Daybreak Game Company","Daybreak Game Company"
"46","Assassin’s Creed III","Nov 20, 2012","N/A","N/A (N/A/80%)","500,000 .. 1,000,000","00:00 (00:00)","Ubisoft Montreal","Ubisoft"
"60","Hitman: Absolution","Nov 19, 2012","$19.99","N/A (N/A/79%)","2,000,000 .. 5,000,000","00:00 (00:00)","Io-Interactive A/S","Io-Interactive A/S"
"88","Scribblenauts Unlimited","Nov 19, 2012","$19.99","N/A (N/A/75%)","1,000,000 .. 2,000,000","01:07 (00:22)","5th Cell Media","Warner Bros. Interactive Entertainment"
"279","Sonic Adventure 2","Nov 19, 2012","$9.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","SEGA","SEGA"
"138","Little Inferno","Nov 19, 2012","$4.5","N/A (N/A/68%)","200,000 .. 500,000","00:00 (00:00)","Tomorrow Corporation","Tomorrow Corporation"
"330","Close Combat - Panthers in the Fog","Nov 19, 2012","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matrix Games","Slitherine Ltd."
"386","Jagged Alliance 2 - Wildfire","Nov 16, 2012","$6.99","N/A (N/A)","200,000 .. 500,000","03:01 (01:00)","I-deal Games","Topware Interactive"
"326","Magical Drop V","Nov 15, 2012","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Golgoth Studio","UTV Ignition Entertainment"
"264","Playing History - The Plague","Nov 14, 2012","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Serious Games Interactive","Serious Games Interactive"
"160","F1 RACE STARS","Nov 13, 2012","$14.99","N/A (N/A/62%)","100,000 .. 200,000","00:00 (00:00)","Codemasters Birmingham","Codemasters"
"106","Call of Duty: Black Ops II","Nov 12, 2012","$59.99","N/A (N/A/74%)","2,000,000 .. 5,000,000","207:09 (138:05)","Treyarch","Activision"
"73","Thomas Was Alone","Nov 12, 2012","$9.99","N/A (N/A/77%)","500,000 .. 1,000,000","00:00 (00:00)","Bithell Games","Bithell Games"
"49","Fly'N","Nov 9, 2012","$9.99","N/A (N/A/80%)","100,000 .. 200,000","00:00 (00:00)","Ankama Games","Ankama Games"
"74","Sine Mora","Nov 9, 2012","$9.99","N/A (N/A/77%)","100,000 .. 200,000","00:00 (00:00)","Digital Reality","HandyGames"
"247","Puddle","Nov 9, 2012","$7.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Neko Entertainment","Neko Entertainment"
"146","Memento Mori","Nov 9, 2012","$12.99","N/A (N/A/66%)","20,000 .. 50,000","00:00 (00:00)","Bohemia Interactive","Bohemia Interactive"
"288","Emergency 2013","Nov 9, 2012","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Quadriga Games","Deep Silver"
"275","Cherry Tree High Comedy Club","Nov 8, 2012","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","773","Nyu Media"
"244","Towns","Nov 7, 2012","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Xavi Canal, Ben Palgi","SMP"
"248","Sugar Cube: Bittersweet Factory","Nov 7, 2012","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Turtle Cream","Turtle Cream"
"69","Chaos on Deponia","Nov 6, 2012","$19.99","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Daedalic Entertainment","Daedalic Entertainment"
"167","POSTAL 2","Nov 2, 2012","$9.99","N/A (N/A/59%)","2,000,000 .. 5,000,000","01:34 (01:04)","Running With Scissors","Running With Scissors"
"179","Gemini Wars","Nov 2, 2012","$14.99","N/A (N/A/53%)","20,000 .. 50,000","00:00 (00:00)","Camel101 LLC","Camel101 LLC"
"282","Sleeping Dogs: Ghost Pig","Nov 2, 2012","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","United Front Games","Square Enix"
"385","Cargo Commander","Nov 1, 2012","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Serious Brew","Missing Link Games"
"310","iBomber Attack","Nov 1, 2012","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Cobra Mobile","Cobra Mobile"
"260","Zigfrak","Nov 1, 2012","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Entheogen Studios LLC","Entheogen Studios LLC"
"153","Painkiller Hell & Damnation","Oct 31, 2012","$19.99","N/A (N/A/64%)","500,000 .. 1,000,000","00:00 (00:00)","The Farm 51","THQ Nordic"
"156","Pid","Oct 31, 2012","$9.99","N/A (N/A/63%)","500,000 .. 1,000,000","00:00 (00:00)","Might and Delight","Might and Delight"
"48","Natural Selection 2","Oct 30, 2012","$9.99","N/A (N/A/80%)","1,000,000 .. 2,000,000","00:00 (00:00)","Unknown Worlds Entertainment","Unknown Worlds Entertainment"
"272","Defender's Quest: Valley of the Forgotten (DX edition)","Oct 30, 2012","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Level Up Labs, LLC","Level Up Labs"
"188","Clan of Champions","Oct 30, 2012","$1.99","N/A (N/A/42%)","0 .. 20,000","00:00 (00:00)","ACQUIRE Corp.","NIS America, Inc."
"152","Guns of Icarus Online","Oct 29, 2012","$4.99","N/A (N/A/64%)","2,000,000 .. 5,000,000","00:00 (00:00)","Muse Games","Muse Games"
"65","Condemned: Criminal Origins","Oct 29, 2012","$14.95","N/A (N/A/78%)","500,000 .. 1,000,000","00:00 (00:00)","Monolith","SEGA"
"110","Beyond Divinity","Oct 29, 2012","$5.99","N/A (N/A/73%)","500,000 .. 1,000,000","00:00 (00:00)","Larian Studios","Larian Studios"
"255","Divinity II: Developer's Cut","Oct 29, 2012","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Larian Studios","Larian Studios, Focus Home Interactive"
"141","Primal Carnage","Oct 29, 2012","$4.99","N/A (N/A/67%)","200,000 .. 500,000","00:00 (00:00)","Lukewarm Media","Circle 5 Publishing"
"320","Abyss: The Wraiths of Eden","Oct 29, 2012","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Artifex Mundi","Artifex Mundi"
"168","Lucius","Oct 26, 2012","$9.99","N/A (N/A/59%)","500,000 .. 1,000,000","00:00 (00:00)","Shiver Games","Shiver Games"
"64","Deadlight","Oct 25, 2012","$14.99","N/A (N/A/78%)","500,000 .. 1,000,000","00:00 (00:00)","Tequila Works, S.L.","Xbox Game Studios"
"97","King's Bounty: Warriors of the North","Oct 25, 2012","$9.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","1C-SoftClub","1C Entertainment"
"297","7 Wonders: Ancient Alien Makeover","Oct 24, 2012","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"390","Conquest of Elysium 3","Oct 24, 2012","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Illwinter Game Design","Illwinter Game Design"
"15","Hotline Miami","Oct 23, 2012","$9.99","N/A (N/A/85%)","2,000,000 .. 5,000,000","01:44 (01:09)","Dennaton Games","Devolver Digital"
"200","ROSE Online","Oct 23, 2012","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Gravity Interactive","Gravity Interactive"
"162","A Game of Dwarves","Oct 23, 2012","$9.99","N/A (N/A/60%)","100,000 .. 200,000","00:00 (00:00)","Zeal Game Studio","Paradox Interactive"
"302","Nancy Drew: The Deadly Device","Oct 23, 2012","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HeR Interactive, Inc.","HeR Interactive"
"71","Giana Sisters: Twisted Dreams","Oct 22, 2012","$14.99","N/A (N/A/77%)","500,000 .. 1,000,000","00:00 (00:00)","Black Forest Games","HandyGames, Black Forest Games"
"224","Hamlet or the Last Game without MMORPG Features, Shaders ...","Oct 22, 2012","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Denis Galanin (mif2000)",""
"291","Dwarfs - F2P","Oct 18, 2012","Free","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Power of 2","Tripwire Interactive"
"222","Viking: Battle for Asgard","Oct 17, 2012","$3.74","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","Creative Assembly, PC Port - Hardlight","SEGA"
"345","Zombie Driver HD","Oct 17, 2012","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Exor Studios","Exor Studios"
"20","Unity of Command: Stalingrad Campaign","Oct 17, 2012","$9.99","N/A (N/A/84%)","100,000 .. 200,000","00:00 (00:00)","2x2 Games","2x2 Games"
"256","Fairy Bloom Freesia","Oct 17, 2012","$7.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Edelweiss","Nyu Media"
"377","Aerofly FS 1 Flight Simulator","Oct 17, 2012","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IPACS","IPACS"
"59","Chivalry: Medieval Warfare","Oct 16, 2012","$24.99","N/A (N/A/79%)","5,000,000 .. 10,000,000","00:00 (00:00)","Torn Banner Studios","Torn Banner Studios"
"67","Rocksmith","Oct 16, 2012","$29.99","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Ubisoft - San Francisco","Ubisoft"
"90","Edna & Harvey: Harvey's New Eyes","Oct 16, 2012","$19.99","N/A (N/A/75%)","200,000 .. 500,000","00:00 (00:00)","Daedalic Entertainment","Daedalic Entertainment"
"359","Doom 3: BFG Edition","Oct 15, 2012","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","id Software","Bethesda Softworks"
"102","Rocketbirds: Hardboiled Chicken","Oct 15, 2012","$4.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","Ratloop Asia","Reverb Publishing"
"62","Euro Truck Simulator 2","Oct 12, 2012","$19.99","N/A (N/A/79%)","5,000,000 .. 10,000,000","10:15 (03:17)","SCS Software","SCS Software"
"376","Arena Wars 2","Oct 12, 2012","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ExDream GmbH","Just a Game"
"134","Of Orcs And Men","Oct 11, 2012","$14.99","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Cyanide Studio - Spiders Studios",""
"231","Blood Bowl: Chaos Edition","Oct 11, 2012","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Cyanide Studios","Focus Home Interactive"
"373","R.A.W. Realms of Ancient War","Oct 11, 2012","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Wizarbox","Focus Home Interactive"
"301","Rotastic","Oct 11, 2012","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dancing Dots","Focus Home Interactive"
"119","Worms Revolution","Oct 10, 2012","$14.99","N/A (N/A/73%)","1,000,000 .. 2,000,000","00:00 (00:00)","Team17 Digital Ltd","Team17 Digital Ltd"
"1","Dishonored","Oct 8, 2012","$9.99","N/A (N/A/91%)","2,000,000 .. 5,000,000","00:42 (00:28)","Arkane Studios","Bethesda Softworks"
"3","XCOM: Enemy Unknown","Oct 8, 2012","$29.99","N/A (N/A/89%)","2,000,000 .. 5,000,000","00:00 (00:00)","Firaxis Games, Feral Interactive (Linux)","2K, Feral Interactive (Linux)"
"387","Dark Arcana: The Carnival","Oct 8, 2012","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Artifex Mundi","Artifex Mundi"
"151","Hell Yeah! Wrath of the Dead Rabbit","Oct 3, 2012","$14.99","N/A (N/A/64%)","1,000,000 .. 2,000,000","00:00 (00:00)","Arkedo","SEGA"
"299","BIT.TRIP CORE","Oct 2, 2012","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Gaijin Games","Gaijin Games"
"331","3DMark 11","Oct 2, 2012","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","UL","UL"
"237","3DCoat 4.9","Oct 2, 2012","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pilgway","Pilgway"
"289","Forever Lost: Episode 1","Oct 1, 2012","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Glitch Games Ltd","Glitch Games Ltd"
"187","Cortex Command","Sep 28, 2012","$19.99","N/A (N/A/44%)","1,000,000 .. 2,000,000","00:37 (00:12)","Data Realms","Data Realms, LLC"
"164","Carrier Command: Gaea Mission","Sep 28, 2012","$32.99","N/A (N/A/60%)","200,000 .. 500,000","00:00 (00:00)","Bohemia Interactive","Bohemia Interactive"
"95","Half Minute Hero: Super Mega Neo Climax Ultimate Boy","Sep 27, 2012","$9.99","N/A (N/A/75%)","200,000 .. 500,000","00:00 (00:00)","Opus","Marvelous"
"225","Call of Duty: Black Ops - Mac Edition","Sep 27, 2012","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Aspyr","Aspyr"
"327","ETHER VAPOR Remaster","Sep 27, 2012","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Edelweiss","Nyu Media"
"278","New Star Soccer 5","Sep 27, 2012","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","New Star Games","New Star Games"
"312","Alea Jacta Est","Sep 27, 2012","$24.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ageod","Slitherine Ltd."
"193","Castle Crashers","Sep 26, 2012","$14.99","N/A (N/A)","5,000,000 .. 10,000,000","01:14 (02:02)","The Behemoth","The Behemoth"
"240","Choice of the Star Captain","Sep 26, 2012","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"77","McPixel","Sep 25, 2012","$4.99","N/A (N/A/76%)","500,000 .. 1,000,000","00:00 (00:00)","Sos Sosowski","Sos Sosowski"
"113","The Testament of Sherlock Holmes","Sep 25, 2012","$19.99","N/A (N/A/73%)","200,000 .. 500,000","00:00 (00:00)","Frogwares","Frogwares"
"251","GTR - FIA GT Racing Game","Sep 25, 2012","$6.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","SimBin Studios AB","SimBin"
"227","Garshasp: Temple of the Dragon","Sep 24, 2012","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dead Mage","Digital Dragon"
"396","Colour Bind","Sep 24, 2012","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Finn Morgan","Puppy Punch Productions"
"202","Air Conflicts: Pacific Carriers","Sep 21, 2012","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Games Farm, 3Division","Games Farm"
"362","Dogfight 1942","Sep 21, 2012","$0.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","City Interactive","CI Games"
"5","Torchlight II","Sep 20, 2012","$19.99","N/A (N/A/88%)","2,000,000 .. 5,000,000","00:24 (00:08)","Runic Games","Runic Games"
"161","Dream Pinball 3D","Sep 19, 2012","$6.99","N/A (N/A/61%)","1,000,000 .. 2,000,000","03:41 (01:47)","ASK Homework","Topware Interactive ACE"
"382","Jet Set Radio","Sep 19, 2012","$7.99","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","Blit Software","SEGA"
"315","Firefighters - The Simulation","Sep 18, 2012","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VIS-Games","United Independent Entertainment GmbH"
"4","Borderlands 2","Sep 17, 2012","$19.99","N/A (N/A/89%)","10,000,000 .. 20,000,000","04:35 (04:25)","Gearbox Software, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)"
"55","F1 2012","Sep 17, 2012","$19.99","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Codemasters Birmingham","Codemasters"
"19","FTL: Faster Than Light","Sep 14, 2012","$9.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","20:05 (06:41)","Subset Games","Subset Games"
"183","Tryst","Sep 14, 2012","$14.99","N/A (N/A/50%)","0 .. 20,000","00:00 (00:00)","BlueGiant Interactive","BlueGiant Interactive"
"274","Continent of the Ninth Seal","Sep 13, 2012","Free","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Cloud 9 Studio","Webzen"
"122","Gateways","Sep 13, 2012","$4.99","N/A (N/A/72%)","50,000 .. 100,000","00:00 (00:00)","Smudged Cat Games Ltd","Smudged Cat Games Ltd"
"140","Secret Files 3","Sep 13, 2012","$9.99","N/A (N/A/67%)","20,000 .. 50,000","00:00 (00:00)","Animation Arts","Deep Silver"
"53","Intrusion 2","Sep 11, 2012","$9.99","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Aleksey Abramenko","Aleksey Abramenko"
"258","Critter Crunch","Sep 11, 2012","$6.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Capybara Games","Capybara Games"
"339","Diehard Dungeon","Sep 11, 2012","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Tricktale","Tricktale"
"277","TDP4:Team Battle","Sep 10, 2012","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","JAVELIN OÜ","JAVELIN OÜ"
"2","Batman: Arkham City - Game of the Year Edition","Sep 7, 2012","$19.99","N/A (N/A/91%)","2,000,000 .. 5,000,000","01:28 (00:58)","Rocksteady Studios, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)"
"36","To the Moon","Sep 7, 2012","$9.99","N/A (N/A/81%)","1,000,000 .. 2,000,000","00:22 (00:07)","Freebird Games","Freebird Games"
"66","Closure","Sep 7, 2012","$9.99","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Eyebrow Interactive","Eyebrow Interactive"
"145","I Am Alive","Sep 6, 2012","$14.99","N/A (N/A/66%)","200,000 .. 500,000","00:00 (00:00)","Ubisoft Shanghaï","Ubisoft"
"375","The Juicer","Sep 6, 2012","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Anvate Games","Anvate Games"
"340","Spirits","Sep 4, 2012","$3.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Spaces of Play UG","Spaces of Play UG"
"139","Shad'O","Sep 4, 2012","$4.99","N/A (N/A/68%)","20,000 .. 50,000","00:00 (00:00)","Okugi Studio","Okugi Sudio"
"380","Luxor: Amun Rising HD","Sep 3, 2012","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MumboJumbo","MumboJumbo"
"368","Adventure Apes and the Mayan Mystery","Sep 1, 2012","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ScaryPotato","Groupees Interactive"
"135","Home","Aug 31, 2012","$4.99","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Benjamin Rivers Inc.","Benjamin Rivers Inc."
"335","The Basement Collection","Aug 31, 2012","$3.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Edmund McMillen, Tyler Glaiel","Edmund McMillen"
"246","For Rent: Haunted House","Aug 31, 2012","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"241","Gotham City Impostors Free to Play","Aug 30, 2012","Free","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Monolith Productions, Inc.","Warner Bros. Interactive Entertainment"
"104","Snapshot","Aug 30, 2012","$9.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","Retro Affect","Retro Affect"
"352","SpaceCorn","Aug 30, 2012","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Henrique Pegacha, Rafael Lima, Nuno Guerreiro","Gentlemen in Tuxedos"
"209","Super Crate Box","Aug 29, 2012","Free","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","Vlambeer","Vlambeer"
"101","They Bleed Pixels","Aug 29, 2012","$9.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","Spooky Squid Games Inc.","Spooky Squid Games Inc."
"379","Great Big War Game","Aug 28, 2012","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rubicon Development","Rubicon Development"
"218","Miner Wars Arena","Aug 28, 2012","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Keen Software House","Keen Software House"
"369","Damage Inc. Pacific Squadron WWII","Aug 28, 2012","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Trickstar Games","Mad Catz"
"16","DARK SOULS: Prepare To Die Edition","Aug 24, 2012","N/A","N/A (N/A/85%)","2,000,000 .. 5,000,000","00:00 (00:00)","FromSoftware","BANDAI NAMCO Entertainment"
"155","Jagged Alliance: Crossfire","Aug 24, 2012","$14.99","N/A (N/A/63%)","100,000 .. 200,000","00:00 (00:00)","Coreplay GmbH","THQ Nordic"
"172","Tiny Troopers","Aug 24, 2012","$0.74","N/A (N/A/57%)","100,000 .. 200,000","00:00 (00:00)","Kukouri","Iceberg Interactive"
